"_id","emotion","id","negative_prob","positive_prob"
"6039c315c249000095008c32","1","Ce1Up5OtU","0.0826657","0.917334"
"6039c315c249000095008c33","1","ChbjNdaTA","0.220984","0.779016"
"6039c315c249000095008c34","-1","zql5wnf7E","0.697484","0.302516"
"6039c315c249000095008c35","-1","Cnep1p91a","0.98673","0.0132704"
"6039c315c249000095008c36","-1","Cimzy4V81","0.735116","0.264884"
"6039c315c249000095008c37","-1","D1hVt3lBQ","0.99932","0.000679864"
"6039c315c249000095008c38","-1","zvANgA1Eh","0.776992","0.223008"
"6039c315c249000095008c39","-1","z8YMFjaaL","0.999121","0.000878791"
"6039c315c249000095008c3a","1","Ckv6VpzdL","0.0125832","0.987417"
"6039c315c249000095008c3b","-1","EADaYweLl","0.953468","0.0465322"
"6039c315c249000095008c3c","-1","yFB53y0Ji","0.999832","0.000167632"
"6039c315c249000095008c3d","-1","IyLnZlfIi","0.999522","0.000478271"
"6039c315c249000095008c3e","-1","Ihv6R0Qzh","0.894371","0.105629"
"6039c315c249000095008c3f","0","GfNvbEM0l","0.47139","0.52861"
"6039c315c249000095008c40","-1","yBnRdy8bY","0.880329","0.119671"
"6039c315c249000095008c41","-1","Gei8Js6Ys","0.84001","0.15999"
"6039c315c249000095008c42","-1","CFIs21wsI","0.9987","0.00129977"
"6039c315c249000095008c43","1","yE61hiRJe","0.208081","0.791919"
"6039c315c249000095008c44","-1","GiXhHek3j","0.94349","0.0565102"
"6039c315c249000095008c45","1","Iv6GBualh","0.0231873","0.976813"
"6039c315c249000095008c46","1","ChksdcJmb","0.228123","0.771877"
"6039c315c249000095008c47","1","yB60TAQik","0.308591","0.691409"
"6039c315c249000095008c48","-1","HlnKjgCuP","0.879457","0.120543"
"6039c315c249000095008c49","1","B6ZmjdQqt","0.0664543","0.933546"
"6039c315c249000095008c4a","1","CDNuoogsW","0.0489717","0.951028"
"6039c315c249000095008c4b","1","GdVIv1qIg","0.151196","0.848804"
"6039c315c249000095008c4c","-1","J1NdqzCKC","0.814495","0.185505"
"6039c315c249000095008c4d","-1","yuWAliiFS","0.899982","0.100018"
"6039c315c249000095008c4e","-1","z0kNX9gje","0.822097","0.177903"
"6039c315c249000095008c4f","1","ClB7IFCfH","0.0920391","0.907961"
"6039c315c249000095008c50","-1","HsCLzzIdU","0.980419","0.0195812"
"6039c315c249000095008c51","1","C8m1myMdE","0.262463","0.737537"
"6039c315c249000095008c52","1","BBU08cI7n","0.357867","0.642133"
"6039c315c249000095008c53","-1","zEujBozpE","0.999066","0.000933723"
"6039c315c249000095008c54","1","HkL2CoNyf","0.0499059","0.950094"
"6039c315c249000095008c55","-1","Fc9CJrkVU","0.861985","0.138015"
"6039c315c249000095008c56","1","CdEwPuXAR","0.131658","0.868342"
"6039c315c249000095008c57","1","CkYINx991","0.0640389","0.935961"
"6039c315c249000095008c58","1","Ce2yru2nh","0.103902","0.896098"
"6039c315c249000095008c59","-1","ynJVNn1vC","0.628869","0.371131"
"6039c315c249000095008c5a","1","CdTj2jpbp","0.112952","0.887048"
"6039c315c249000095008c5b","1","yC8dltyFp","0.311205","0.688795"
"6039c315c249000095008c5c","1","Cp5flezl4","0.00581334","0.994187"
"6039c315c249000095008c5d","0","yCqx1n6l1","0.529324","0.470676"
"6039c315c249000095008c5e","-1","HxvJ4EKHc","0.580442","0.419558"
"6039c315c249000095008c5f","1","Ja4VO1qAi","0.0121838","0.987816"
"6039c315c249000095008c60","-1","ztkchnh3s","0.997759","0.00224092"
"6039c315c249000095008c61","1","CxbsPu7K8","0.326127","0.673873"
"6039c315c249000095008c62","1","IiSwv5wlF","0.000175285","0.999825"
"6039c315c249000095008c63","-1","z3PY9iGNL","0.590076","0.409924"
"6039c315c249000095008c64","-1","A3s1YpU0S","0.944896","0.0551041"
"6039c315c249000095008c65","1","CaFaHtCH9","0.222261","0.777739"
"6039c315c249000095008c66","-1","zthYUqZfx","0.845674","0.154326"
"6039c315c249000095008c67","1","zwPEYjP4A","0.0246944","0.975306"
"6039c315c249000095008c68","1","zAerM65wU","0.121065","0.878935"
"6039c315c249000095008c69","-1","yCqFvkTVe","0.768731","0.231269"
"6039c315c249000095008c6a","-1","E91QUxxdK","0.804078","0.195922"
"6039c315c249000095008c6b","-1","J0oSkFcOR","0.999762","0.000238381"
"6039c315c249000095008c6c","-1","HqanHdrnv","0.92197","0.0780298"
"6039c315c249000095008c6d","-1","E3zaEp7Jz","0.949411","0.0505894"
"6039c315c249000095008c6e","-1","GgNkJCbbe","0.999739","0.000260705"
"6039c315c249000095008c6f","-1","E8Aa1pSqc","0.986711","0.0132893"
"6039c315c249000095008c70","1","B70ob6fo2","0.418518","0.581482"
"6039c315c249000095008c71","-1","B4K49eBbQ","0.993373","0.00662677"
"6039c315c249000095008c72","-1","zwQ6W0x4e","0.987151","0.0128486"
"6039c315c249000095008c73","1","GkakF79Od","0.0450239","0.954976"
"6039c315c249000095008c74","1","z8aR1wPoY","0.0110159","0.988984"
"6039c315c249000095008c75","-1","zdXq3qc1P","0.990987","0.00901289"
"6039c315c249000095008c76","1","I2UTEkyNP","0.00162512","0.998375"
"6039c315c249000095008c77","-1","CvGQslYge","0.981634","0.0183662"
"6039c315c249000095008c78","1","zt3ftyR2o","0.18767","0.81233"
"6039c315c249000095008c79","1","Arth808GR","0.013703","0.986297"
"6039c315c249000095008c7a","-1","CnD3pyEiA","0.718538","0.281462"
"6039c315c249000095008c7b","-1","zoEzCFgWI","0.997434","0.00256583"
"6039c315c249000095008c7c","1","BnagVphwP","0.0177338","0.982266"
"6039c315c249000095008c7d","1","ED9rmm46r","0.388674","0.611326"
"6039c315c249000095008c7e","-1","zmQAja4t6","0.66028","0.33972"
"6039c315c249000095008c7f","1","J2Bit2nkE","1.5464e-05","0.999985"
"6039c315c249000095008c80","-1","zeh6u5rMi","0.998746","0.00125387"
"6039c315c249000095008c81","1","J6AG144FH","0.139414","0.860586"
"6039c315c249000095008c82","1","CeU55ox1u","0.0495763","0.950424"
"6039c315c249000095008c83","-1","CojKs7SFH","0.988332","0.0116682"
"6039c315c249000095008c84","1","ClfDc7ouw","0.323544","0.676456"
"6039c315c249000095008c85","1","DyGcWiLlK","0.194652","0.805348"
"6039c315c249000095008c86","-1","B6Z3RB9uj","0.999958","4.17659e-05"
"6039c315c249000095008c87","1","Cl0zZgDhs","0.0479961","0.952004"
"6039c315c249000095008c88","1","CegFut4OM","0.108459","0.891541"
"6039c315c249000095008c89","-1","yE6BN6Gr9","0.835289","0.164711"
"6039c315c249000095008c8a","-1","EkmsOpwPb","0.884035","0.115965"
"6039c315c249000095008c8b","1","CgxCGmPY6","0.237481","0.762519"
"6039c315c249000095008c8c","-1","CotS5cwKm","0.982296","0.0177043"
"6039c315c249000095008c8d","-1","B4IZGC56m","0.98519","0.0148102"
"6039c315c249000095008c8e","1","E4WtBlT5K","0.0113376","0.988662"
"6039c315c249000095008c8f","-1","F2DI7EQep","0.827831","0.172169"
"6039c315c249000095008c90","1","Cc48NsoEm","0.193651","0.806349"
"6039c315c249000095008c91","-1","yq4pA0N01","0.9998","0.00020015"
"6039c315c249000095008c92","-1","I1Genf6oW","0.978984","0.0210156"
"6039c315c249000095008c93","1","z6F9U4DQb","0.0117603","0.98824"
"6039c315c249000095008c94","-1","zlUvOg1w7","0.993448","0.00655249"
"6039c315c249000095008c95","-1","Coe5Aleiw","0.999312","0.000688324"
"6039c315c249000095008c96","-1","BETT3fzAt","0.899697","0.100303"
"6039c315c249000095008c97","-1","GdmX3f1TW","0.863605","0.136395"
"6039c315c249000095008c98","-1","J1ln1ihia","0.999586","0.000414422"
"6039c315c249000095008c99","-1","HzLCyghy1","0.983589","0.0164107"
"6039c315c249000095008c9a","1","AzfFeaJAP","0.196454","0.803546"
"6039c315c249000095008c9b","1","DmyErmDm6","0.0469685","0.953031"
"6039c315c249000095008c9c","-1","zoBDOyIAC","0.983669","0.0163313"
"6039c315c249000095008c9d","1","BrdBf1uhY","0.420184","0.579816"
"6039c315c249000095008c9e","-1","zxJXIouWq","0.999168","0.000831928"
"6039c315c249000095008c9f","-1","Ct7fgkrR1","0.999632","0.000367508"
"6039c315c249000095008ca0","-1","J02kr40LW","0.999306","0.000693845"
"6039c315c249000095008ca1","-1","Gnv7wxeUD","0.99053","0.00946969"
"6039c315c249000095008ca2","1","zd3iE2zwr","0.00553106","0.994469"
"6039c315c249000095008ca3","-1","BEHvksKRT","0.994862","0.00513763"
"6039c315c249000095008ca4","1","CvLEgbFLB","0.171956","0.828044"
"6039c315c249000095008ca5","-1","zdw8Alfno","0.92031","0.0796898"
"6039c315c249000095008ca6","1","Coi1WdtjX","0.0714912","0.928509"
"6039c315c249000095008ca7","-1","zvh0ck9MO","0.999807","0.000192557"
"6039c315c249000095008ca8","1","Cq3lb1QlX","0.36437","0.63563"
"6039c315c249000095008ca9","-1","BnARqfP3T","0.999396","0.000604148"
"6039c315c249000095008caa","1","Cfma2v2T2","0.205032","0.794968"
"6039c315c249000095008cab","-1","AdcrcDvTb","0.999725","0.000275425"
"6039c315c249000095008cac","-1","zqLCNaCcE","0.999956","4.39945e-05"
"6039c315c249000095008cad","-1","CvJLGtcDT","0.999736","0.000264036"
"6039c315c249000095008cae","-1","EySV1E0Ru","0.708433","0.291567"
"6039c315c249000095008caf","-1","Fet5i7Oid","0.817835","0.182165"
"6039c315c249000095008cb0","1","zu5SqFMzk","0.011328","0.988672"
"6039c315c249000095008cb1","-1","zvW3zpHsJ","0.993942","0.00605821"
"6039c315c249000095008cb2","0","HARrFkPyT","0.516603","0.483397"
"6039c315c249000095008cb3","1","DhRnYEZNv","0.326608","0.673392"
"6039c315c249000095008cb4","-1","Bb9CZF3UV","0.917705","0.0822946"
"6039c315c249000095008cb5","-1","CgUehgk1z","0.721257","0.278743"
"6039c315c249000095008cb6","1","C8WjxwiyE","0.0467181","0.953282"
"6039c315c249000095008cb7","1","ABHwvney6","0.0182912","0.981709"
"6039c315c249000095008cb8","1","C1Qr8o0zg","0.0831396","0.91686"
"6039c315c249000095008cb9","1","BnnVmc830","0.00117209","0.998828"
"6039c315c249000095008cba","1","BBUMkgjct","0.139279","0.860722"
"6039c315c249000095008cbb","-1","z9oF5cjUD","0.999817","0.000182822"
"6039c315c249000095008cbc","1","CkgOOBvNK","0.137153","0.862847"
"6039c315c249000095008cbd","-1","CnMocmZqb","0.772429","0.227571"
"6039c315c249000095008cbe","1","FCRbgmtZo","0.174254","0.825746"
"6039c315c249000095008cbf","1","Ce2Jtkn6O","0.161063","0.838937"
"6039c315c249000095008cc0","1","zftvCtnZf","0.325834","0.674166"
"6039c315c249000095008cc1","-1","zgLi2nGKy","0.967833","0.0321673"
"6039c315c249000095008cc2","1","CaE9oqbWv","0.159437","0.840563"
"6039c315c249000095008cc3","0","HFTZHe5Ls","0.521901","0.478099"
"6039c315c249000095008cc4","1","zt1veF27e","0.284932","0.715068"
"6039c315c249000095008cc5","-1","E0nEhD1G2","0.851259","0.148741"
"6039c315c249000095008cc6","1","BEJBxBzwT","0.297577","0.702423"
"6039c315c249000095008cc7","1","BBKyoyaRA","0.306385","0.693615"
"6039c315c249000095008cc8","-1","HF5039ZCY","0.828219","0.171781"
"6039c315c249000095008cc9","0","z8le3AajH","0.48071","0.51929"
"6039c315c249000095008cca","1","CbTIAfVHI","0.25502","0.74498"
"6039c315c249000095008ccb","-1","GtP4HprkQ","0.989045","0.0109549"
"6039c315c249000095008ccc","-1","AAN0vvzIi","0.904914","0.0950857"
"6039c315c249000095008ccd","-1","Fi29AiqpP","0.997272","0.00272843"
"6039c315c249000095008cce","1","J7bEjw1pb","0.000942082","0.999058"
"6039c315c249000095008ccf","1","EAx9rBuUB","0.27856","0.72144"
"6039c315c249000095008cd0","1","B70hGkEaM","0.322566","0.677434"
"6039c315c249000095008cd1","-1","FuJlCyL5c","0.999899","0.000101275"
"6039c315c249000095008cd2","1","Ce23Gr9S0","0.165198","0.834802"
"6039c315c249000095008cd3","0","Cig7UaoD2","0.484817","0.515183"
"6039c315c249000095008cd4","-1","G3y7BzuIC","0.998037","0.00196331"
"6039c315c249000095008cd5","1","A5yAEimBn","0.0111286","0.988871"
"6039c315c249000095008cd6","-1","CvGoP9ubg","0.999403","0.00059701"
"6039c315c249000095008cd7","1","ChmXpDXCX","0.156511","0.843489"
"6039c315c249000095008cd8","-1","BErSirXqL","0.927128","0.0728716"
"6039c315c249000095008cd9","1","B7NF4nEKH","0.0722543","0.927746"
"6039c315c249000095008cda","1","C45mGdUyW","0.0796092","0.920391"
"6039c315c249000095008cdb","0","CvMtDAWH6","0.512941","0.487059"
"6039c315c249000095008cdc","-1","ICNET0BKt","0.999208","0.000792365"
"6039c315c249000095008cdd","1","yoC9nigTq","0.0826412","0.917359"
"6039c315c249000095008cde","-1","zpfkbzWT5","0.79825","0.20175"
"6039c315c249000095008cdf","-1","CtEYAtuVu","0.60521","0.39479"
"6039c315c249000095008ce0","-1","FrW26h0NR","0.970019","0.029981"
"6039c315c249000095008ce1","-1","ChakDrq6T","0.999375","0.000624489"
"6039c315c249000095008ce2","0","zt4dpqiXW","0.515081","0.484918"
"6039c315c249000095008ce3","-1","yACmJ3sCk","0.909096","0.0909039"
"6039c315c249000095008ce4","-1","zvzLyaSvy","0.769683","0.230317"
"6039c315c249000095008ce5","1","C2smb9GSA","0.221399","0.778601"
"6039c315c249000095008ce6","1","BCd4prewy","0.00942187","0.990578"
"6039c315c249000095008ce7","-1","zqQVXCTMr","0.996662","0.00333772"
"6039c315c249000095008ce8","-1","zt0W4d9fV","0.808538","0.191462"
"6039c315c249000095008ce9","1","BlNwSCWWb","0.0334167","0.966583"
"6039c315c249000095008cea","-1","BwUM422Xd","0.966997","0.0330032"
"6039c315c249000095008ceb","-1","CoSy8ckeC","0.983763","0.0162367"
"6039c315c249000095008cec","1","CdTCG02Aa","0.150078","0.849921"
"6039c315c249000095008ced","1","HkT6qjd3Z","0.00266798","0.997332"
"6039c315c249000095008cee","-1","CjivL9eTF","0.999519","0.000480805"
"6039c315c249000095008cef","-1","zmYrh4GiX","0.852909","0.147091"
"6039c315c249000095008cf0","-1","BrXNRlggs","0.998413","0.00158688"
"6039c315c249000095008cf1","-1","zBoPwaprt","0.980035","0.0199653"
"6039c315c249000095008cf2","-1","D1lDDfssg","0.998047","0.00195325"
"6039c315c249000095008cf3","1","zlSPrysRW","0.257754","0.742246"
"6039c315c249000095008cf4","-1","zftW0jEFW","0.999554","0.000445682"
"6039c315c249000095008cf5","-1","CvIfCEr1Q","0.927533","0.0724666"
"6039c315c249000095008cf6","1","Dzcvx0l25","0.177916","0.822084"
"6039c315c249000095008cf7","-1","z97LCtGBR","0.99976","0.00024002"
"6039c315c249000095008cf8","-1","yBntxeVo7","0.846898","0.153102"
"6039c315c249000095008cf9","-1","F4ACJquTQ","0.998049","0.00195054"
"6039c315c249000095008cfa","-1","HuEFRjfRL","0.983066","0.016934"
"6039c315c249000095008cfb","1","Cbf4yfzHY","0.140742","0.859258"
"6039c315c249000095008cfc","1","Cdwy03JTx","0.161063","0.838937"
"6039c315c249000095008cfd","-1","CcmWDv57Q","0.986431","0.0135694"
"6039c315c249000095008cfe","1","CiJiFxyg7","0.0235074","0.976493"
"6039c315c249000095008cff","-1","F0vA9hHqS","0.99999","9.9605e-06"
"6039c315c249000095008d00","1","A0AeVDf9l","0.0504727","0.949527"
"6039c315c249000095008d01","-1","B6QTAn6RA","0.99622","0.00378047"
"6039c315c249000095008d02","1","A59NWfy5r","0.193445","0.806555"
"6039c315c249000095008d03","-1","BDJrWgIO2","0.911202","0.0887979"
"6039c315c249000095008d04","-1","ClAVzvkRs","0.738294","0.261706"
"6039c315c249000095008d05","-1","yxARYF7K9","0.97103","0.0289704"
"6039c315c249000095008d06","1","CvTVDqK9s","0.119929","0.880071"
"6039c315c249000095008d07","1","CFlYpr48r","0.350357","0.649643"
"6039c315c249000095008d08","1","CdZ9ztENU","0.161063","0.838937"
"6039c315c249000095008d09","1","Cxiqt2Ekt","0.0251991","0.974801"
"6039c315c249000095008d0a","-1","zpxicciII","0.999262","0.000737567"
"6039c315c249000095008d0b","-1","FaNYvBWi2","0.999973","2.71218e-05"
"6039c315c249000095008d0c","1","C40EXbrZY","0.0866465","0.913353"
"6039c315c249000095008d0d","1","A3Cd42sAK","0.0194948","0.980505"
"6039c315c249000095008d0e","1","GnMGr2JHH","0.011514","0.988486"
"6039c315c249000095008d0f","1","zniLQFa4A","0.0057427","0.994257"
"6039c315c249000095008d10","-1","BFpHOcZxr","0.971118","0.0288818"
"6039c315c249000095008d11","-1","zE6Sd64uY","0.986143","0.0138567"
"6039c315c249000095008d12","1","CaESRbVec","0.0716229","0.928377"
"6039c315c249000095008d13","-1","BoUOIzDEO","0.918567","0.0814331"
"6039c315c249000095008d14","-1","CaIn9clLC","0.825756","0.174244"
"6039c315c249000095008d15","1","CdWOTuqWM","0.027753","0.972247"
"6039c315c249000095008d16","-1","C9bH9DFtl","0.999111","0.000888632"
"6039c315c249000095008d17","-1","Cw3gurbPY","0.982268","0.0177323"
"6039c315c249000095008d18","1","zt1P8BAhq","0.380936","0.619064"
"6039c315c249000095008d19","1","CaGA77AOi","0.207836","0.792164"
"6039c315c249000095008d1a","-1","JcQhHFOer","0.999731","0.000269426"
"6039c315c249000095008d1b","-1","CodrlbKRu","0.77606","0.22394"
"6039c315c249000095008d1c","-1","zqsICoM7c","0.959548","0.0404522"
"6039c315c249000095008d1d","-1","Bp64YwgGD","0.58743","0.41257"
"6039c315c249000095008d1e","-1","DkN6IuGgj","0.999685","0.000314734"
"6039c315c249000095008d1f","1","IjJjr9yCx","0.391236","0.608764"
"6039c315c249000095008d20","-1","F2w0ayp0g","0.99998","1.99791e-05"
"6039c315c249000095008d21","-1","B79t0Dkt9","0.775608","0.224392"
"6039c315c249000095008d22","1","CrWkCaf29","0.2273","0.7727"
"6039c315c249000095008d23","-1","IBpskjRcF","0.981446","0.0185544"
"6039c315c249000095008d24","-1","GfrqRkFkB","0.996105","0.00389488"
"6039c315c249000095008d25","-1","z323KlTS1","0.927646","0.0723539"
"6039c315c249000095008d26","1","CljwB5Qb9","0.0263426","0.973657"
"6039c315c249000095008d27","1","AClytfB0z","0.0143775","0.985623"
"6039c315c249000095008d28","1","HlwyCBTi1","0.0015729","0.998427"
"6039c315c249000095008d29","-1","zvDPa3Dem","0.999599","0.000400564"
"6039c315c249000095008d2a","-1","HuEbms1hA","0.996375","0.00362494"
"6039c315c249000095008d2b","1","zeK9agwBv","0.205693","0.794307"
"6039c315c249000095008d2c","1","CdRJZccWK","0.160968","0.839032"
"6039c315c249000095008d2d","-1","CipBBAau0","0.791108","0.208892"
"6039c315c249000095008d2e","1","Cb64qn7X6","0.402026","0.597974"
"6039c315c249000095008d2f","1","I3Tfs1AWI","0.000376627","0.999623"
"6039c315c249000095008d30","1","IwF8Llkmx","0.00895574","0.991044"
"6039c315c249000095008d31","1","DqNHYy2rT","0.14175","0.85825"
"6039c315c249000095008d32","1","BsWeydlYE","0.051829","0.948171"
"6039c315c249000095008d33","-1","BxKIzpobv","0.999763","0.000237356"
"6039c315c249000095008d34","-1","D1HkGpT6N","0.951663","0.0483366"
"6039c315c249000095008d35","1","CvGfUx5X3","0.00810859","0.991891"
"6039c315c249000095008d36","1","CdYfxF7zZ","0.161855","0.838145"
"6039c315c249000095008d37","-1","E8AlGb1aB","0.999585","0.000415375"
"6039c315c249000095008d38","-1","zx9u8AVLV","0.997032","0.00296823"
"6039c315c249000095008d39","1","C4vVp9nN0","0.00234155","0.997658"
"6039c315c249000095008d3a","1","C3FlZ6CJ5","0.0159233","0.984077"
"6039c315c249000095008d3b","-1","GffSo1tln","0.998521","0.00147867"
"6039c315c249000095008d3c","1","C9Vyaw8pf","0.300366","0.699634"
"6039c315c249000095008d3d","-1","CjziCvZQm","0.623313","0.376687"
"6039c315c249000095008d3e","1","BreA1DVNQ","0.0669843","0.933016"
"6039c315c249000095008d3f","-1","BsCImkeF5","0.600359","0.399641"
"6039c315c249000095008d40","-1","CvKGesahX","0.968799","0.0312005"
"6039c315c249000095008d41","0","zm3eUl17K","0.519205","0.480795"
"6039c315c249000095008d42","-1","zncmff8Q5","0.867022","0.132978"
"6039c315c249000095008d43","-1","BEEz0ayUo","0.928492","0.0715081"
"6039c315c249000095008d44","1","BBssYsCgM","0.423037","0.576963"
"6039c315c249000095008d45","1","Cld9KaikT","0.00900684","0.990993"
"6039c315c249000095008d46","-1","DxYYVd2eu","0.867668","0.132332"
"6039c315c249000095008d47","-1","J8stn6L8q","0.870014","0.129986"
"6039c315c249000095008d48","1","C36NY4zGM","0.116334","0.883666"
"6039c315c249000095008d49","1","Cqhpe4HEd","0.104082","0.895918"
"6039c315c249000095008d4a","1","zfCr7pIkz","0.164918","0.835082"
"6039c315c249000095008d4b","-1","zxKr5dlaB","0.995111","0.00488909"
"6039c315c249000095008d4c","1","Jf6We7zOq","0.000389535","0.99961"
"6039c315c249000095008d4d","-1","yBgreaERc","0.832085","0.167915"
"6039c315c249000095008d4e","1","z1Nq63jvu","0.0391605","0.96084"
"6039c315c249000095008d4f","1","CdTDwjGiw","0.161063","0.838937"
"6039c315c249000095008d50","1","D0dMkqk9F","0.0643733","0.935627"
"6039c315c249000095008d51","-1","B6QscthVr","0.960386","0.0396142"
"6039c315c249000095008d52","1","z3WlnhGbF","0.0562919","0.943708"
"6039c315c249000095008d53","-1","F4JMezuAX","0.952065","0.0479348"
"6039c315c249000095008d54","-1","CoZgoc86I","0.999369","0.000631443"
"6039c315c249000095008d55","1","CaW2K4g0u","0.192585","0.807415"
"6039c315c249000095008d56","-1","Bn6GctoLk","0.997047","0.00295344"
"6039c315c249000095008d57","-1","Cdwhzuclu","0.908253","0.0917467"
"6039c315c249000095008d58","1","Ci3EjFmr1","0.312176","0.687824"
"6039c315c249000095008d59","-1","ywMizkROU","0.997657","0.00234347"
"6039c315c249000095008d5a","-1","yt3DMhW7T","0.778496","0.221504"
"6039c315c249000095008d5b","1","CkZu7sYg9","0.0281864","0.971814"
"6039c315c249000095008d5c","1","GwRI3uqUd","0.0198662","0.980134"
"6039c315c249000095008d5d","-1","ywb2pz3nt","0.996618","0.00338167"
"6039c315c249000095008d5e","-1","ED4H3oPpE","0.999784","0.000215671"
"6039c315c249000095008d5f","-1","BEsvR1GEB","0.995248","0.0047521"
"6039c315c249000095008d60","-1","zrkGAev9H","0.999755","0.000244861"
"6039c315c249000095008d61","1","Cg9uEzBGH","0.0140817","0.985918"
"6039c315c249000095008d62","1","zliyokswM","0.362522","0.637478"
"6039c315c249000095008d63","1","CdTBP80mr","0.125709","0.874291"
"6039c315c249000095008d64","1","yCreyp8cT","0.100156","0.899844"
"6039c315c249000095008d65","0","yBo9bxFiU","0.463043","0.536957"
"6039c315c249000095008d66","-1","FboZoexCN","0.992701","0.00729923"
"6039c315c249000095008d67","1","z9PtMy2cI","0.289678","0.710322"
"6039c315c249000095008d68","-1","zAc86bvRr","0.998273","0.00172681"
"6039c315c249000095008d69","1","CinCsDLJg","0.175324","0.824676"
"6039c315c249000095008d6a","1","C48Eb993q","0.370951","0.629049"
"6039c315c249000095008d6b","-1","z0tJD5fwA","0.887456","0.112544"
"6039c315c249000095008d6c","-1","znmv7pPF4","0.99993","6.9653e-05"
"6039c315c249000095008d6d","1","BngkWw1Yf","0.000600276","0.9994"
"6039c315c249000095008d6e","-1","zoYpajHQl","0.999215","0.00078515"
"6039c315c249000095008d6f","1","z8lmc3uF4","0.0197663","0.980234"
"6039c315c249000095008d70","-1","CvNxZ8gQF","0.999724","0.000275883"
"6039c315c249000095008d71","-1","CbPmtxkfe","0.811012","0.188988"
"6039c315c249000095008d72","-1","zvqO8o2Y1","0.999785","0.000214457"
"6039c315c249000095008d73","-1","yDnUMs4pv","0.986019","0.013981"
"6039c315c249000095008d74","1","Ce2XAfOe6","0.156547","0.843453"
"6039c315c249000095008d75","-1","FgL2ivXxa","0.986542","0.0134582"
"6039c315c249000095008d76","1","CdYPbFqGA","0.0613237","0.938676"
"6039c315c249000095008d77","0","CkJ6n2796","0.491695","0.508305"
"6039c315c249000095008d78","1","BmCr0fjmV","0.120781","0.879219"
"6039c315c249000095008d79","-1","ADx2dFazP","0.999998","2.30298e-06"
"6039c315c249000095008d7a","1","C7NrjCNqQ","0.284938","0.715062"
"6039c315c249000095008d7b","1","zEkd1CXa0","0.0376051","0.962395"
"6039c315c249000095008d7c","-1","yAEyy08q5","0.999963","3.71866e-05"
"6039c315c249000095008d7d","-1","ztiHiBX2u","0.744389","0.255611"
"6039c315c249000095008d7e","1","ywfkz4SCj","0.0015643","0.998436"
"6039c315c249000095008d7f","-1","GflD94TtK","0.853206","0.146794"
"6039c315c249000095008d80","-1","z0kH8znjD","0.822097","0.177903"
"6039c315c249000095008d81","-1","zx1yBizZv","0.999915","8.51445e-05"
"6039c315c249000095008d82","-1","zEnSWkN1H","0.998299","0.00170068"
"6039c315c249000095008d83","-1","GedW73RL7","0.757198","0.242802"
"6039c315c249000095008d84","1","CufVaEshM","0.311182","0.688818"
"6039c315c249000095008d85","1","z2mkkF6mh","0.0157252","0.984275"
"6039c315c249000095008d86","1","GzwJLl8by","0.0551518","0.944848"
"6039c315c249000095008d87","1","Ce2HixPiZ","0.100942","0.899058"
"6039c315c249000095008d88","-1","zqD7jhD0I","0.993469","0.00653095"
"6039c315c249000095008d89","1","Cm7uZ1B7t","0.308862","0.691138"
"6039c315c249000095008d8a","-1","CotAZhfI7","0.556615","0.443385"
"6039c315c249000095008d8b","-1","B79I230dd","0.775417","0.224583"
"6039c315c249000095008d8c","1","z9yXmD7OD","0.0257293","0.974271"
"6039c315c249000095008d8d","1","CdUyMmpq6","0.0222865","0.977713"
"6039c315c249000095008d8e","1","AqO42iIct","0.089871","0.910129"
"6039c315c249000095008d8f","-1","GzC1OFQ91","0.998321","0.00167891"
"6039c315c249000095008d90","1","yFMqBaKDm","0.0253772","0.974623"
"6039c315c249000095008d91","1","C2DZhoRGb","0.202084","0.797916"
"6039c315c249000095008d92","-1","FpfG0toQm","0.996213","0.00378746"
"6039c315c249000095008d93","-1","z12wpfyy7","0.987711","0.0122892"
"6039c315c249000095008d94","-1","zCkIYpyKo","0.998814","0.00118553"
"6039c315c249000095008d95","-1","Ewxw4AleR","0.984606","0.0153944"
"6039c315c249000095008d96","1","DvtYlkO8z","0.0839016","0.916098"
"6039c315c249000095008d97","0","Ci8ss9y07","0.470329","0.529671"
"6039c315c249000095008d98","-1","ECaWeEloi","0.999907","9.32368e-05"
"6039c315c249000095008d99","-1","ztEKB9qdi","0.968728","0.0312715"
"6039c315c249000095008d9a","-1","BEC47frT5","0.982725","0.0172752"
"6039c315c249000095008d9b","-1","BsN6SzLd0","0.997712","0.00228771"
"6039c315c249000095008d9c","1","Ce4XmuNDB","0.170611","0.829389"
"6039c315c249000095008d9d","1","CvGP2CsZM","0.013667","0.986333"
"6039c315c249000095008d9e","0","CimX9l3uM","0.53441","0.46559"
"6039c315c249000095008d9f","-1","CvBAnnNw5","0.576523","0.423477"
"6039c315c249000095008da0","1","B70gspGNC","0.160151","0.839849"
"6039c315c249000095008da1","-1","J9j9YutiU","0.760903","0.239097"
"6039c315c249000095008da2","1","Chs8H3wp2","0.266025","0.733975"
"6039c315c249000095008da3","-1","D0VjSpWmq","0.664755","0.335245"
"6039c315c249000095008da4","-1","zE1iP35Es","0.999883","0.000117432"
"6039c315c249000095008da5","-1","ChWwydLkm","0.987272","0.0127278"
"6039c315c249000095008da6","-1","DbtIe88hQ","0.994718","0.00528218"
"6039c315c249000095008da7","-1","BE9pXkzSF","0.979782","0.0202176"
"6039c315c249000095008da8","-1","ypc9lu2Wc","0.998513","0.00148697"
