"_id","emotion","id","negative_prob","positive_prob"
"6039c312c249000095007b22","-1","DzIBEpf1T","0.997243","0.00275745"
"6039c312c249000095007b23","1","z8trcbQ5f","0.243856","0.756144"
"6039c312c249000095007b24","1","J5eHDvrib","0.000600573","0.999399"
"6039c312c249000095007b25","1","DqFTc1cMg","0.274653","0.725347"
"6039c312c249000095007b26","-1","CocPaArSh","0.987229","0.0127707"
"6039c312c249000095007b27","-1","CvKZe1iqn","0.99998","1.98727e-05"
"6039c312c249000095007b28","1","DhVT8edZZ","0.334925","0.665075"
"6039c312c249000095007b29","-1","ytlZ5zJl1","0.854879","0.145121"
"6039c312c249000095007b2a","-1","CiBjtyYiX","0.701731","0.298269"
"6039c312c249000095007b2b","1","yrGv6rYEL","0.0141607","0.985839"
"6039c312c249000095007b2c","-1","zdyhZdhdM","0.996763","0.00323675"
"6039c312c249000095007b2d","-1","zcm3bnudh","0.998188","0.00181227"
"6039c312c249000095007b2e","-1","CiV08s8ag","0.996735","0.00326526"
"6039c312c249000095007b2f","1","BwZJU8H0Q","0.0291037","0.970896"
"6039c312c249000095007b30","-1","zqxwZBz8A","0.608516","0.391484"
"6039c312c249000095007b31","-1","zt4u4s8zd","0.837228","0.162772"
"6039c312c249000095007b32","1","BgKuf9x8Q","0.138479","0.861521"
"6039c312c249000095007b33","-1","A0lxZFno8","0.561515","0.438485"
"6039c312c249000095007b34","-1","zbRfveWWc","0.880613","0.119387"
"6039c312c249000095007b35","-1","zmCI9Eh5l","0.98516","0.0148395"
"6039c312c249000095007b36","-1","BlR4h4FwO","0.988893","0.0111067"
"6039c312c249000095007b37","-1","HsWhJqTPM","0.959665","0.0403347"
"6039c312c249000095007b38","0","CcdYHgrBN","0.495813","0.504187"
"6039c312c249000095007b39","1","CnPGjahPy","0.249518","0.750482"
"6039c312c249000095007b3a","-1","AAQaqkm22","0.991833","0.00816704"
"6039c312c249000095007b3b","1","Fd04Wd2EV","0.0305194","0.969481"
"6039c312c249000095007b3c","-1","zmnAloZ2i","0.999053","0.000946545"
"6039c312c249000095007b3d","-1","FfGLG08Xo","0.993292","0.00670824"
"6039c312c249000095007b3e","-1","ABQSPE1sv","0.965891","0.0341086"
"6039c312c249000095007b3f","-1","BFm7WoQVS","0.979407","0.0205927"
"6039c312c249000095007b40","-1","IcfwD3qND","0.998383","0.00161714"
"6039c312c249000095007b41","-1","FdOkcqLlM","0.992529","0.00747084"
"6039c312c249000095007b42","1","CaGwR1AeN","0.122303","0.877697"
"6039c312c249000095007b43","-1","AzH3saaH6","0.997549","0.00245134"
"6039c312c249000095007b44","1","HA7QDtFct","0.0979837","0.902016"
"6039c312c249000095007b45","-1","zA9YBtOvS","0.638845","0.361155"
"6039c312c249000095007b46","-1","A3svVAj1f","0.987461","0.0125391"
"6039c312c249000095007b47","1","DyJ5o3TGW","0.0595115","0.940489"
"6039c312c249000095007b48","1","Hkqr2dvJQ","0.386469","0.613531"
"6039c312c249000095007b49","0","B6SCZC91s","0.537746","0.462254"
"6039c312c249000095007b4a","-1","z9rhyvoD0","0.999774","0.000226403"
"6039c312c249000095007b4b","1","zo0G9CAN6","0.209095","0.790905"
"6039c312c249000095007b4c","1","zt2Zuf4rS","0.196045","0.803955"
"6039c312c249000095007b4d","-1","zu5pn3Vkr","0.964154","0.0358457"
"6039c312c249000095007b4e","-1","AByOt7vkY","0.996127","0.00387319"
"6039c312c249000095007b4f","0","Bpz7GwIis","0.523295","0.476705"
"6039c312c249000095007b50","-1","DlgQSu0va","0.994092","0.00590848"
"6039c312c249000095007b51","-1","B7geOpZQT","0.871276","0.128724"
"6039c312c249000095007b52","-1","yBopXqFeq","0.747611","0.252389"
"6039c312c249000095007b53","-1","zCiHn1orq","0.869187","0.130813"
"6039c312c249000095007b54","1","CxYLD4a3E","0.0356327","0.964367"
"6039c312c249000095007b55","1","zD4yT6c93","0.0295657","0.970434"
"6039c312c249000095007b56","-1","BmxTnCMDh","0.999823","0.000177058"
"6039c312c249000095007b57","1","BtaRZBGib","0.127918","0.872082"
"6039c312c249000095007b58","1","DsEjXeOyV","0.0773462","0.922654"
"6039c312c249000095007b59","-1","yABeCmxhK","0.832085","0.167915"
"6039c312c249000095007b5a","1","B8N5PbMZk","0.294433","0.705567"
"6039c312c249000095007b5b","1","Cfxnbuw5T","0.112802","0.887198"
"6039c312c249000095007b5c","1","zAa2zB9rs","0.323388","0.676612"
"6039c312c249000095007b5d","-1","zvpV85XAa","0.999688","0.000312279"
"6039c312c249000095007b5e","1","CdBe4z1X9","0.202195","0.797805"
"6039c312c249000095007b5f","1","CkvqyxLtr","0.0871029","0.912897"
"6039c312c249000095007b60","-1","J4Iyg1sPT","0.999951","4.88801e-05"
"6039c312c249000095007b61","-1","ysYCoBsL0","0.922208","0.0777917"
"6039c312c249000095007b62","0","Ch0pBFn5R","0.507961","0.492039"
"6039c312c249000095007b63","-1","Cl1gs6HNT","0.576143","0.423857"
"6039c312c249000095007b64","-1","H2xurB35n","0.999995","4.68991e-06"
"6039c312c249000095007b65","-1","yt0lH2w8N","0.984931","0.0150689"
"6039c312c249000095007b66","-1","DlWAqtmuE","0.565249","0.434751"
"6039c312c249000095007b67","1","CtZAG2nIk","0.000996766","0.999003"
"6039c312c249000095007b68","-1","FhzZz6aUN","0.999707","0.000293082"
"6039c312c249000095007b69","-1","zn4kTpIqx","0.999928","7.20025e-05"
"6039c312c249000095007b6a","-1","yw29Uuoqk","0.994758","0.00524211"
"6039c312c249000095007b6b","-1","BE9BbuQLt","0.999027","0.000973351"
"6039c312c249000095007b6c","1","CnDOEtIgl","0.193364","0.806636"
"6039c312c249000095007b6d","-1","CwwRHcB8S","0.990856","0.00914352"
"6039c312c249000095007b6e","1","Compsn3BU","0.076601","0.923399"
"6039c312c249000095007b6f","-1","CvFJJ50RG","0.999894","0.000105538"
"6039c312c249000095007b70","-1","znzP4as6Y","0.569673","0.430327"
"6039c312c249000095007b71","-1","zoaZbdqH0","0.999857","0.000143082"
"6039c312c249000095007b72","-1","CfXtOag3o","0.79178","0.20822"
"6039c312c249000095007b73","1","zsZAJwhiG","0.000580568","0.999419"
"6039c312c249000095007b74","-1","CvKCCtVni","0.999508","0.000492118"
"6039c312c249000095007b75","-1","BmGcDh1sL","0.999133","0.000866784"
"6039c312c249000095007b76","1","C9Jy7eGGj","0.278545","0.721455"
"6039c312c249000095007b77","0","zt156sgeD","0.503193","0.496807"
"6039c312c249000095007b78","-1","F9jMKc3mi","0.999862","0.000137899"
"6039c312c249000095007b79","1","BgQwt8VKL","0.228187","0.771813"
"6039c312c249000095007b7a","-1","Bn9jHjdc9","0.995404","0.00459571"
"6039c312c249000095007b7b","-1","DvtFIxjRm","0.979685","0.0203151"
"6039c312c249000095007b7c","-1","CajQrD4Fr","0.854524","0.145476"
"6039c312c249000095007b7d","1","zmBSJB3fN","0.0597163","0.940284"
"6039c312c249000095007b7e","-1","zmN6k5XuX","0.997635","0.00236536"
"6039c312c249000095007b7f","1","ABqpxgaAN","0.0118232","0.988177"
"6039c312c249000095007b80","-1","AmCfb6FnL","0.97716","0.0228396"
"6039c312c249000095007b81","-1","Bj8lddpaA","0.991751","0.00824875"
"6039c312c249000095007b82","-1","B6Pu65LYl","0.999976","2.37887e-05"
"6039c312c249000095007b83","1","Ca1cXnFCe","0.136115","0.863885"
"6039c312c249000095007b84","1","C3Yr377AO","0.104943","0.895057"
"6039c312c249000095007b85","1","DwKFfhSDS","0.184804","0.815196"
"6039c312c249000095007b86","-1","Cipm0rQyL","0.744727","0.255273"
"6039c312c249000095007b87","1","Cl5E3CjlE","0.0037476","0.996252"
"6039c312c249000095007b88","-1","DmFiZrMrV","0.999771","0.000229262"
"6039c312c249000095007b89","-1","z94o6mxlF","0.998948","0.00105205"
"6039c312c249000095007b8a","-1","G3oXUlBmA","0.975069","0.0249312"
"6039c312c249000095007b8b","1","CkQ6mcFjF","0.193765","0.806235"
"6039c312c249000095007b8c","1","CdZo5zc2m","0.121931","0.878069"
"6039c312c249000095007b8d","-1","DvroozmlE","0.993615","0.0063846"
"6039c312c249000095007b8e","-1","zqKJejaqX","0.604249","0.395751"
"6039c312c249000095007b8f","1","CkT80kSoA","0.17022","0.82978"
"6039c312c249000095007b90","1","CiUasqfc6","0.158851","0.841149"
"6039c312c249000095007b91","-1","zmYijg7cG","0.999874","0.000126168"
"6039c312c249000095007b92","-1","CxhPvd73q","0.999732","0.000267841"
"6039c312c249000095007b93","-1","Ee8Mjf5ct","0.999833","0.000166857"
"6039c312c249000095007b94","-1","yzFZ8CFIN","0.95196","0.0480404"
"6039c312c249000095007b95","-1","BnGq0k33A","0.998035","0.00196497"
"6039c312c249000095007b96","-1","Ba0MylfTx","0.983298","0.0167021"
"6039c312c249000095007b97","1","Bk1WRay7j","0.144054","0.855946"
"6039c312c249000095007b98","1","CngtOtdjn","0.103582","0.896418"
"6039c312c249000095007b99","1","zt4HSvvme","0.422368","0.577632"
"6039c312c249000095007b9a","-1","Exdn1su5v","0.993029","0.00697113"
"6039c312c249000095007b9b","-1","A3wrLwMCF","0.967503","0.032497"
"6039c312c249000095007b9c","1","B6Zc83Fi3","0.380171","0.619829"
"6039c312c249000095007b9d","-1","BELIe2CIq","0.99993","6.9542e-05"
"6039c312c249000095007b9e","-1","CpBzO4mWQ","0.999369","0.000631444"
"6039c312c249000095007b9f","-1","EAEDGFJyF","0.961958","0.0380419"
"6039c312c249000095007ba0","0","CetUPd2Dw","0.528605","0.471396"
"6039c312c249000095007ba1","1","BeqoIzI8p","0.0459499","0.95405"
"6039c312c249000095007ba2","-1","Bhuf8mSnv","0.991946","0.00805361"
"6039c312c249000095007ba3","-1","ywtcz4z2H","0.999883","0.000116723"
"6039c312c249000095007ba4","-1","B732bh2Xc","0.999993","7.32563e-06"
"6039c312c249000095007ba5","1","C7R6vqIRQ","0.300366","0.699634"
"6039c312c249000095007ba6","-1","Btly3yKqV","0.958289","0.041711"
"6039c312c249000095007ba7","0","CojFTl6Xl","0.501866","0.498134"
"6039c312c249000095007ba8","-1","AAYQxqP6Q","0.815956","0.184044"
"6039c312c249000095007ba9","-1","BBPY8tAjJ","0.927351","0.0726489"
"6039c312c249000095007baa","1","C8DQdxkQp","0.148617","0.851383"
"6039c312c249000095007bab","1","CdhB4mPNr","0.0116808","0.988319"
"6039c312c249000095007bac","1","BgMItgs22","0.0876146","0.912385"
"6039c312c249000095007bad","1","C3ZrxgZz7","0.222502","0.777498"
"6039c312c249000095007bae","-1","yCpJ4A7EH","0.990069","0.00993111"
"6039c312c249000095007baf","-1","F9cQxk8rL","0.996435","0.00356482"
"6039c312c249000095007bb0","-1","Ce95S9eQc","0.555087","0.444913"
"6039c312c249000095007bb1","1","zocYDEnk6","0.367273","0.632727"
"6039c312c249000095007bb2","0","AvNqqrZNe","0.485971","0.514029"
"6039c312c249000095007bb3","-1","ysGHJbrVc","0.998842","0.00115749"
"6039c312c249000095007bb4","1","Ce2faysY7","0.361494","0.638506"
"6039c312c249000095007bb5","1","z8c74uPvK","0.00755916","0.992441"
"6039c312c249000095007bb6","1","AweArA78X","0.232902","0.767098"
"6039c312c249000095007bb7","-1","Cug1278xh","0.886613","0.113387"
"6039c312c249000095007bb8","-1","yFWcMxzpm","0.997891","0.00210853"
"6039c312c249000095007bb9","1","Iq2e10ns5","0.00930534","0.990695"
"6039c312c249000095007bba","-1","EuI5RC5GZ","0.999628","0.00037154"
"6039c312c249000095007bbb","-1","CvNYh3ZlX","0.708445","0.291555"
"6039c312c249000095007bbc","-1","Cw3suqwbI","0.997837","0.00216288"
"6039c312c249000095007bbd","1","zn9Xavi3s","0.000252096","0.999748"
"6039c312c249000095007bbe","1","znJGhxkD7","0.371536","0.628464"
"6039c312c249000095007bbf","-1","DpiapwHtR","0.844815","0.155185"
"6039c312c249000095007bc0","0","IzMqL18zI","0.462567","0.537433"
"6039c312c249000095007bc1","-1","I1yLyzrSI","0.999575","0.000424993"
"6039c312c249000095007bc2","1","yvCRl2nxe","0.0806775","0.919322"
"6039c312c249000095007bc3","-1","BkHxcawkT","0.998536","0.00146362"
"6039c312c249000095007bc4","-1","IxQNdry8P","0.999162","0.000837948"
"6039c312c249000095007bc5","1","C3Zx1nNi6","0.121349","0.878651"
"6039c312c249000095007bc6","-1","CgCytqXZn","0.94216","0.0578397"
"6039c312c249000095007bc7","1","EDnA69nt3","0.213661","0.786339"
"6039c312c249000095007bc8","-1","Hq3t1wmWR","0.974793","0.0252066"
"6039c312c249000095007bc9","1","AmugGzBtJ","0.33543","0.66457"
"6039c312c249000095007bca","-1","E9MXAySHy","0.852199","0.147801"
"6039c312c249000095007bcb","1","Cuf5t8QGg","0.0511737","0.948826"
"6039c312c249000095007bcc","-1","C5YHi1WTS","0.800999","0.199001"
"6039c312c249000095007bcd","-1","zz5Id6WHs","0.999573","0.000427353"
"6039c312c249000095007bce","0","BERly8c3u","0.525718","0.474282"
"6039c312c249000095007bcf","-1","BEEmnlG42","0.999973","2.65178e-05"
"6039c312c249000095007bd0","-1","BseU82ayH","0.999122","0.000878008"
"6039c312c249000095007bd1","-1","Com7TveHd","0.999164","0.000836115"
"6039c312c249000095007bd2","-1","z7pgr33Ud","0.97601","0.02399"
"6039c312c249000095007bd3","1","yrQWNfJZ9","0.446275","0.553725"
"6039c312c249000095007bd4","1","BBKzV8F8L","0.13492","0.86508"
"6039c312c249000095007bd5","-1","CcuM6AV2q","0.900306","0.0996945"
"6039c312c249000095007bd6","-1","IhrmG6p74","0.915948","0.0840517"
"6039c312c249000095007bd7","1","C0Cikc2l2","0.00657517","0.993425"
"6039c312c249000095007bd8","0","Ch4u036DJ","0.54057","0.45943"
"6039c312c249000095007bd9","-1","ze1hagA7A","0.868963","0.131037"
"6039c312c249000095007bda","-1","z9sUr8NH7","0.999026","0.000973558"
"6039c312c249000095007bdb","-1","CabdecwRy","0.854524","0.145475"
"6039c312c249000095007bdc","1","EBpU7e0mN","0.0037189","0.996281"
"6039c312c249000095007bdd","1","Cl0ywzx1V","0.0839222","0.916078"
"6039c312c249000095007bde","-1","A3mSFlnmU","0.749143","0.250857"
"6039c312c249000095007bdf","-1","zwet75SwK","0.863678","0.136322"
"6039c312c249000095007be0","-1","BDIZSqPao","0.862069","0.137931"
"6039c312c249000095007be1","-1","zneLPw8Om","0.901738","0.0982619"
"6039c312c249000095007be2","1","CdTD8F06c","0.186057","0.813943"
"6039c312c249000095007be3","-1","IxkP9EgF5","0.927928","0.0720718"
"6039c312c249000095007be4","-1","CcbsbAZ1F","0.7362","0.2638"
"6039c312c249000095007be5","1","CeDogEGPH","0.0728809","0.927119"
"6039c312c249000095007be6","-1","F90d5s98r","0.99996","3.98837e-05"
"6039c312c249000095007be7","-1","zibmEjxtR","0.99666","0.00333971"
"6039c312c249000095007be8","-1","zkP7kC2NW","0.952805","0.0471951"
"6039c312c249000095007be9","-1","zcSxqk7y1","0.999557","0.000442758"
"6039c312c249000095007bea","-1","BENKwz0k9","0.55423","0.44577"
"6039c312c249000095007beb","-1","zwX7ahnGZ","0.999588","0.000411989"
"6039c312c249000095007bec","-1","G5nTlpgiV","0.987724","0.0122758"
"6039c312c249000095007bed","1","Bek3a37iU","0.196454","0.803546"
"6039c312c249000095007bee","-1","IEtkApmJf","0.997165","0.00283482"
"6039c312c249000095007bef","1","CvW2gf8M3","0.000405593","0.999594"
"6039c312c249000095007bf0","-1","B8DoB9iAN","0.889809","0.110191"
"6039c312c249000095007bf1","-1","AmD2jB2D9","0.825842","0.174158"
"6039c312c249000095007bf2","1","CdTeN1GHh","0.112813","0.887187"
"6039c312c249000095007bf3","-1","ADzhL6A1l","0.999644","0.000356034"
"6039c312c249000095007bf4","-1","CqTvF4NiH","0.999616","0.000384253"
"6039c312c249000095007bf5","1","CouqNhV79","0.282203","0.717797"
"6039c312c249000095007bf6","-1","GEUHVrCQf","0.999979","2.08378e-05"
"6039c312c249000095007bf7","-1","IcOlS3lxq","0.999245","0.000755234"
"6039c312c249000095007bf8","-1","BnkalATRO","0.961168","0.038832"
"6039c312c249000095007bf9","-1","Gs3tHBASY","0.868584","0.131416"
"6039c312c249000095007bfa","-1","CA2i4uxx4","0.757075","0.242925"
"6039c312c249000095007bfb","1","C20xomeqM","0.258181","0.741819"
"6039c312c249000095007bfc","-1","HB955rwt5","0.939062","0.0609378"
"6039c312c249000095007bfd","1","AqB6NiyUq","0.20819","0.79181"
"6039c312c249000095007bfe","-1","zxINADYgD","0.997229","0.00277101"
"6039c312c249000095007bff","0","E84zDn5U7","0.516011","0.483989"
"6039c312c249000095007c00","-1","FdeC662Ix","0.801564","0.198436"
"6039c312c249000095007c01","-1","CugeypAUU","0.989293","0.0107069"
"6039c312c249000095007c02","1","yqBavqPc6","0.0449698","0.95503"
"6039c312c249000095007c03","-1","zt4vLBsB0","0.926618","0.0733815"
"6039c312c249000095007c04","-1","BnHSR0p54","0.999919","8.1402e-05"
"6039c312c249000095007c05","1","CdXDinjrN","0.0265819","0.973418"
"6039c312c249000095007c06","1","zt8ajytKq","0.190083","0.809917"
"6039c312c249000095007c07","1","zwXBmbT76","0.0191192","0.980881"
"6039c312c249000095007c08","-1","CiyBBv7C6","0.929738","0.0702621"
"6039c312c249000095007c09","-1","znGUBjzea","0.999793","0.000207184"
"6039c312c249000095007c0a","1","zt9SYpv0D","0.193428","0.806572"
"6039c312c249000095007c0b","1","zta5yugIi","0.245615","0.754385"
"6039c312c249000095007c0c","1","IzwVo9XjU","0.159332","0.840668"
"6039c312c249000095007c0d","-1","yvXFguct1","0.996172","0.00382826"
"6039c312c249000095007c0e","1","HCm2vADdo","0.0165093","0.983491"
"6039c312c249000095007c0f","1","CvUnIqQXK","0.0136914","0.986309"
"6039c312c249000095007c10","-1","zdWjimdhr","0.931001","0.0689985"
"6039c312c249000095007c11","-1","A34GT69oA","0.627534","0.372466"
"6039c312c249000095007c12","-1","Dzph8aaEl","0.999963","3.67475e-05"
"6039c312c249000095007c13","-1","DEOBgeUdO","0.888501","0.111499"
"6039c312c249000095007c14","0","z2zupacNw","0.543226","0.456774"
"6039c312c249000095007c15","1","zfvbNBwrV","0.179132","0.820868"
"6039c312c249000095007c16","-1","zmlZpx51h","0.613528","0.386472"
"6039c312c249000095007c17","-1","BCXyymQAd","0.836749","0.163251"
"6039c312c249000095007c18","0","Cwu85uop7","0.453639","0.546361"
"6039c312c249000095007c19","-1","BlZt5xndi","0.665158","0.334842"
"6039c312c249000095007c1a","-1","HF8qSnk0w","0.890407","0.109593"
"6039c312c249000095007c1b","-1","BnuWhDz9D","0.994358","0.00564163"
"6039c312c249000095007c1c","-1","ylomdCc2Y","0.999831","0.00016916"
"6039c312c249000095007c1d","-1","F3xJuDnkG","0.986965","0.0130346"
"6039c312c249000095007c1e","-1","Ci6KwyaiV","0.76967","0.23033"
"6039c312c249000095007c1f","-1","GmpRNc95i","0.998486","0.00151364"
"6039c312c249000095007c20","-1","B9s917oAF","0.885908","0.114092"
"6039c312c249000095007c21","-1","IjDKYcsjF","0.999169","0.000830536"
"6039c312c249000095007c22","0","ytv933hMK","0.539524","0.460476"
"6039c312c249000095007c23","-1","zmENyevfb","0.935401","0.0645987"
"6039c312c249000095007c24","-1","GnFzRu9WE","0.999743","0.000256852"
"6039c312c249000095007c25","1","GtvR7mD5O","0.0372298","0.96277"
"6039c312c249000095007c26","1","AlkdsD0T0","0.195154","0.804846"
"6039c312c249000095007c27","1","CdZ6ndeGD","0.161063","0.838937"
"6039c312c249000095007c28","-1","DvtI7qUQB","0.769787","0.230213"
"6039c312c249000095007c29","1","Ce2kjFJKL","0.242661","0.757339"
"6039c312c249000095007c2a","-1","CvIT5zij2","0.999963","3.69906e-05"
"6039c312c249000095007c2b","-1","yBr9KyJ2u","0.99975","0.000250416"
"6039c312c249000095007c2c","-1","zkWrCmOJp","0.959521","0.0404793"
"6039c312c249000095007c2d","-1","yCq0oaGeI","0.992285","0.00771478"
"6039c312c249000095007c2e","-1","z9yzrxmeJ","0.997739","0.00226095"
"6039c312c249000095007c2f","1","zdfVDxBM0","0.400975","0.599025"
"6039c312c249000095007c30","1","CchUt5z8r","0.106838","0.893162"
"6039c312c249000095007c31","1","Ch2Bik9Sj","0.0347341","0.965266"
"6039c312c249000095007c32","1","CgMwpoUQ6","0.0279504","0.97205"
"6039c312c249000095007c33","1","CpUfwmoOM","1.47667e-05","0.999985"
"6039c312c249000095007c34","-1","ChZ81t5Ko","0.704617","0.295383"
"6039c312c249000095007c35","-1","F4pMhjJil","0.999534","0.000466067"
"6039c312c249000095007c36","1","JjIcEqdzs","0.00060825","0.999392"
"6039c312c249000095007c37","1","zt9n4DPoC","0.161633","0.838367"
"6039c312c249000095007c38","1","CbKRb8Cgv","0.167964","0.832036"
"6039c312c249000095007c39","-1","By2zm5knh","0.999998","1.92435e-06"
"6039c312c249000095007c3a","1","A5shyvpxQ","0.095798","0.904202"
"6039c312c249000095007c3b","-1","D1h0LzLhY","0.999479","0.000521328"
"6039c312c249000095007c3c","-1","ABoYFeB37","0.55152","0.44848"
"6039c312c249000095007c3d","-1","zeh9oB6Ho","0.941763","0.058237"
"6039c312c249000095007c3e","1","A2Kw2huVE","0.1138","0.8862"
"6039c312c249000095007c3f","-1","FpoxraEKn","0.93649","0.0635104"
"6039c312c249000095007c40","-1","A3CgXpEr7","0.77333","0.22667"
"6039c312c249000095007c41","1","zsnRHa1Bd","0.0865468","0.913453"
"6039c312c249000095007c42","-1","ED18W8AyI","0.836983","0.163017"
"6039c312c249000095007c43","1","CgMvnB2Yp","0.0467635","0.953237"
"6039c312c249000095007c44","-1","CkdLA7pVE","0.999699","0.000301263"
"6039c312c249000095007c45","-1","CjaTmyQrq","0.59036","0.40964"
"6039c312c249000095007c46","1","ArFLvdCXD","0.00315257","0.996847"
"6039c312c249000095007c47","-1","C49W0DTC6","0.76965","0.23035"
"6039c312c249000095007c48","1","JhNyBu66C","0.225818","0.774182"
"6039c312c249000095007c49","1","CdYM2lFjG","0.0219899","0.97801"
"6039c312c249000095007c4a","-1","Csh86xXqn","0.998509","0.00149133"
"6039c312c249000095007c4b","1","DCrPqqw6f","0.195239","0.804761"
"6039c312c249000095007c4c","-1","EDJbr45Y7","0.993767","0.00623257"
"6039c312c249000095007c4d","1","Ce7gwtUuI","0.172394","0.827606"
"6039c312c249000095007c4e","-1","zjakrEaF6","0.989548","0.0104516"
"6039c312c249000095007c4f","1","CdYjh4fWW","0.100525","0.899475"
"6039c312c249000095007c50","-1","zxTYn64id","0.972386","0.0276142"
"6039c312c249000095007c51","-1","J1pfMFtOG","0.991333","0.00866685"
"6039c312c249000095007c52","1","BDT3Td70n","0.00246862","0.997531"
"6039c312c249000095007c53","-1","CFywybgWG","0.587054","0.412946"
"6039c312c249000095007c54","-1","Cou4un74M","0.981857","0.0181433"
"6039c312c249000095007c55","-1","zmJEl2xFW","0.965288","0.0347118"
"6039c312c249000095007c56","-1","Bnjmn6iyP","0.978847","0.0211533"
"6039c312c249000095007c57","1","CaVB0lvuJ","0.123318","0.876682"
"6039c312c249000095007c58","-1","GgPtB5VCB","0.878022","0.121978"
"6039c312c249000095007c59","-1","z9hztxp7F","0.999551","0.000449209"
"6039c312c249000095007c5a","-1","zy19T7SVt","0.971364","0.028636"
"6039c312c249000095007c5b","1","A5K0r0uTk","0.107568","0.892432"
"6039c312c249000095007c5c","-1","CvOgP9ali","0.999868","0.000132224"
"6039c312c249000095007c5d","1","zdoZGBOT9","0.0118018","0.988198"
"6039c312c249000095007c5e","-1","yoaRE3H87","0.995552","0.00444823"
"6039c312c249000095007c5f","-1","CvKrT53Dk","0.99998","2.00431e-05"
"6039c312c249000095007c60","-1","GnAQZdbP1","0.999998","1.80655e-06"
"6039c312c249000095007c61","-1","zqpQRoUfE","0.980378","0.0196216"
"6039c312c249000095007c62","1","Ji17a26JI","0.262709","0.737291"
"6039c312c249000095007c63","1","DB9GpzNdC","0.386107","0.613893"
"6039c312c249000095007c64","-1","GnETmfhZO","0.996276","0.00372401"
"6039c312c249000095007c65","1","FabaQuRkX","0.0529649","0.947035"
"6039c312c249000095007c66","-1","z4KDomZR9","0.999617","0.00038315"
"6039c312c249000095007c67","1","Coi9WCqpC","0.261666","0.738334"
"6039c312c249000095007c68","0","C8o7C6oyM","0.483085","0.516915"
"6039c312c249000095007c69","0","A02yOjSoy","0.481439","0.518561"
"6039c312c249000095007c6a","-1","EA2HC5jax","0.961511","0.0384893"
"6039c312c249000095007c6b","1","CotNgaOpu","0.257128","0.742872"
"6039c312c249000095007c6c","1","CmHRT7Q19","0.0294501","0.97055"
"6039c312c249000095007c6d","1","DBwUuCNr2","0.332205","0.667795"
"6039c312c249000095007c6e","1","B6XVIBAhS","0.0134533","0.986547"
"6039c312c249000095007c6f","1","yCrVxaFar","0.398645","0.601355"
"6039c312c249000095007c70","-1","yAuoT3Rxy","0.995291","0.00470922"
"6039c312c249000095007c71","-1","D1hdbihVh","0.999631","0.000368815"
"6039c312c249000095007c72","1","Aszphy44q","0.0302787","0.969721"
"6039c312c249000095007c73","-1","Ihc5WoyYt","0.999883","0.000116529"
"6039c312c249000095007c74","-1","C2U3ZDliU","0.999099","0.000900664"
"6039c312c249000095007c75","1","ywdDGame4","5.53997e-05","0.999945"
"6039c312c249000095007c76","1","CaWs42Qj8","0.262463","0.737537"
"6039c312c249000095007c77","1","GzC5GAX7O","0.0290149","0.970985"
"6039c312c249000095007c78","-1","z4iqIxgiX","0.81227","0.187731"
"6039c312c249000095007c79","1","yxBO2mMrZ","0.00156752","0.998433"
"6039c312c249000095007c7a","-1","BsWeF2v1f","0.984465","0.0155351"
"6039c312c249000095007c7b","1","Aj4MKyPWE","0.000217657","0.999782"
"6039c312c249000095007c7c","-1","CbVUjAK8h","0.977569","0.022431"
"6039c312c249000095007c7d","1","A5K31psN1","0.0787332","0.921267"
"6039c312c249000095007c7e","1","F8PqulsGf","0.234081","0.765919"
"6039c312c249000095007c7f","-1","zcUSUsR0G","0.997977","0.00202289"
"6039c312c249000095007c80","-1","znJS66jws","0.999901","9.93444e-05"
"6039c312c249000095007c81","-1","z0SVhby99","0.873999","0.126001"
"6039c312c249000095007c82","1","C3xB5Eunc","0.101282","0.898718"
"6039c312c249000095007c83","1","BEbo6c2hM","0.447512","0.552487"
"6039c312c249000095007c84","-1","DkF7wzOef","0.952436","0.0475642"
"6039c312c249000095007c85","1","Ca5q6eWLb","0.147455","0.852545"
"6039c312c249000095007c86","-1","zF9PRvgfe","0.996197","0.00380334"
"6039c312c249000095007c87","1","C4eGWwB1f","0.227946","0.772054"
"6039c312c249000095007c88","-1","zmO3sdWTi","0.956643","0.0433573"
"6039c312c249000095007c89","-1","zvi4Togh4","0.999917","8.33709e-05"
"6039c312c249000095007c8a","-1","DvnWmm7SG","0.825744","0.174256"
"6039c312c249000095007c8b","1","Cl2iU4qbe","0.0278037","0.972196"
"6039c312c249000095007c8c","-1","B6RWOeVCt","0.999989","1.08882e-05"
"6039c312c249000095007c8d","-1","E2yR4iEHY","0.880981","0.119019"
"6039c312c249000095007c8e","-1","A5Zk1qtDl","0.708094","0.291906"
"6039c312c249000095007c8f","1","CbGppk7MJ","0.203456","0.796544"
"6039c312c249000095007c90","-1","JgsTQB6Sw","0.956461","0.0435388"
"6039c312c249000095007c91","-1","xkVwQ6iCK","0.792154","0.207846"
"6039c312c249000095007c92","-1","FgTeIbbGP","0.993292","0.00670824"
"6039c312c249000095007c93","1","DFvjVx6PE","0.231728","0.768272"
"6039c312c249000095007c94","1","C3ZBeCs5X","0.25247","0.74753"
"6039c312c249000095007c95","-1","zoMPvsbwP","0.722822","0.277178"
"6039c312c249000095007c96","1","E9ITpubKj","0.0730948","0.926905"
